left_w0,left_w1,left_w2,left_e0,left_e1,left_s0,left_s1,right_s0,right_s1,right_w0,right_w1,right_w2,right_e0,right_e1
-0.0425679668638202,0.7209709703061444,-0.1334563285460309,-0.6454224165027879,0.5457136652902359,0.0360485485153072,0.5434126941084079,-0.8011214664731573,0.4820534625929912,-0.0026844663787994,0.7294078646395142,2.942558646361195,1.129393355080636,1.3610244540513334
-0.0518197884907541,0.7213736402629644,-0.1335426149653495,-0.6564766655554871,0.5601330846963588,0.0464316809733066,0.5361742222655735,-0.8025595734617998,0.4823698461304926,0.0009203884727312,0.7415167254838848,2.942558646361195,1.1320394719397382,1.3619736046638375
-0.061071610117688,0.7217763102197843,-0.1336289013846681,-0.6675309146081864,0.5745525041024816,0.056814813431306,0.5289357504227392,-0.8039976804504424,0.4826862296679939,0.0045252433242619,0.7536255863282552,2.942558646361195,1.1346855887988403,1.3629227552763417
-0.0703234317446219,0.7221789801766042,-0.1337151878039866,-0.6785851636608856,0.5889719235086046,0.0671979458893054,0.521697278579905,-0.8054357874390851,0.4830026132054954,0.0081300981757926,0.7657344471726257,2.942558646361195,1.1373317056579428,1.3638719058888458
-0.0795752533715558,0.7225816501334241,-0.1338014742233052,-0.689639412713585,0.6033913429147275,0.0775810783473048,0.5144588067370707,-0.8068738944277276,0.4833189967429967,0.0117349530273234,0.7778433080169962,2.942558646361195,1.1399778225170454,1.36482105650135
-0.0888270749984897,0.722984320090244,-0.1338877606426237,-0.7006936617662842,0.6178107623208504,0.0879642108053042,0.5072203348942363,-0.8083120014163702,0.4836353802804981,0.0153398078788541,0.7899521688613667,2.942558646361195,1.1426239393761477,1.3657702071138538
-0.0980788966254236,0.723386990047064,-0.1339740470619423,-0.7117479108189835,0.6322301817269732,0.0983473432633035,0.4999818630514021,-0.8097501084050127,0.4839517638179994,0.0189446627303848,0.8020610297057371,2.942558646361195,1.1452700562352498,1.366719357726358
-0.1073307182523575,0.7237896600038839,-0.1340603334812608,-0.7228021598716827,0.6466496011330961,0.1087304757213029,0.4927433912085677,-0.8111882153936553,0.4842681473555008,0.0225495175819155,0.8141698905501076,2.942558646361195,1.147916173094352,1.367668508338862
-0.1165825398792914,0.7241923299607038,-0.1341466199005794,-0.733856408924382,0.6610690205392191,0.1191136081793023,0.4855049193657335,-0.812626322382298,0.4845845308930022,0.0261543724334463,0.8262787513944782,2.942558646361195,1.1505622899534549,1.3686176589513663
-0.1258343615062253,0.7245949999175236,-0.1342329063198979,-0.7449106579770812,0.675488439945342,0.1294967406373017,0.4782664475228992,-0.8140644293709405,0.4849009144305036,0.029759227284977,0.8383876122388487,2.942558646361195,1.153208406812557,1.3695668095638704
-0.1350861831331592,0.7249976698743437,-0.1343191927392165,-0.7559649070297805,0.6899078593514648,0.1398798730953011,0.4710279756800649,-0.8155025363595831,0.4852172979680049,0.0333640821365077,0.8504964730832191,2.942558646361195,1.1558545236716593,1.3705159601763743
-0.1443380047600931,0.7254003398311636,-0.134405479158535,-0.7670191560824797,0.7043272787575877,0.1502630055533005,0.4637895038372305,-0.8169406433482257,0.4855336815055063,0.0369689369880384,0.8626053339275896,2.942558646361195,1.1585006405307614,1.3714651107888784
-0.153589826387027,0.7258030097879835,-0.1344917655778536,-0.778073405135179,0.7187466981637105,0.1606461380112999,0.4565510319943963,-0.8183787503368682,0.4858500650430076,0.0405737918395691,0.87471419477196,2.942558646361195,1.161146757389864,1.3724142614013826
-0.1628416480139609,0.7262056797448034,-0.1345780519971722,-0.7891276541878783,0.7331661175698335,0.1710292704692993,0.449312560151562,-0.8198168573255109,0.486166448580509,0.0441786466910999,0.8868230556163306,2.942558646361195,1.1637928742489665,1.373363412013887
-0.1720934696408948,0.7266083497016234,-0.1346643384164907,-0.8001819032405776,0.7475855369759563,0.1814124029272987,0.4420740883087277,-0.8212549643141533,0.4864828321180103,0.0477835015426306,0.898931916460701,2.942558646361195,1.1664389911080686,1.3743125626263908
-0.1813452912678287,0.7270110196584432,-0.1347506248358093,-0.8112361522932767,0.7620049563820792,0.1917955353852981,0.4348356164658934,-0.822693071302796,0.4867992156555117,0.0513883563941613,0.9110407773050716,2.942558646361195,1.169085107967171,1.375261713238895
-0.1905971128947626,0.7274136896152632,-0.1348369112551278,-0.8222904013459761,0.7764243757882021,0.2021786678432975,0.4275971446230591,-0.8241311782914384,0.487115599193013,0.054993211245692,0.923149638149442,2.942558646361195,1.1717312248262732,1.3762108638513988
-0.1998489345216965,0.727816359572083,-0.1349231976744464,-0.8333446503986753,0.790843795194325,0.2125618003012969,0.4203586727802247,-0.8255692852800811,0.4874319827305144,0.0585980660972228,0.9352584989938124,2.942558646361195,1.1743773416853756,1.377160014463903
-0.2091007561486304,0.728219029528903,-0.1350094840937649,-0.8443988994513747,0.8052632146004479,0.2229449327592963,0.4131202009373905,-0.8270073922687238,0.4877483662680159,0.0622029209487535,0.9473673598381832,2.942558646361195,1.177023458544478,1.3781091650764072
-0.2183525777755643,0.7286216994857229,-0.1350957705130835,-0.855453148504074,0.8196826340065708,0.2333280652172956,0.4058817290945562,-0.8284454992573662,0.4880647498055172,0.0658077758002842,0.9594762206825534,2.942558646361195,1.1796695754035804,1.3790583156889111
-0.2276043994024982,0.7290243694425429,-0.1351820569324021,-0.8665073975567732,0.8341020534126937,0.2437111976752951,0.3986432572517219,-0.8298836062460089,0.4883811333430186,0.0694126306518149,0.971585081526924,2.942558646361195,1.1823156922626827,1.3800074663014152
