left_w0,left_w1,left_w2,left_e0,left_e1,left_s0,left_s1,right_s0,right_s1,right_w0,right_w1,right_w2,right_e0,right_e1
-0.001850364325386801,8.053399136398465e-05,-1.7257283863786332e-05,-0.002210849810539872,0.002883883881224625,0.0020766264915998978,-0.001447694368566843,-0.00028762139772853246,6.327670750028158e-05,0.0007209709703061003,0.00242177216887407,0.0,0.0005292233718203754,0.00018983012250073372
-0.001850364325386697,8.053399136398465e-05,-1.7257283863703066e-05,-0.002210849810539872,0.0028838838812245138,0.0020766264915998006,-0.001447694368566954,-0.00028762139772853246,6.327670750033709e-05,0.0007209709703062,0.00242177216887407,0.0,0.0005292233718201533,0.00018983012250095577
-0.001850364325386801,8.053399136398465e-05,-1.7257283863703066e-05,-0.002210849810539761,0.002883883881224625,0.0020766264915999047,-0.001447694368566843,-0.00028762139772842144,6.327670750028158e-05,0.0007209709703060999,0.00242177216887407,0.0,0.0005292233718205974,0.00018983012250095577
-0.001850364325386801,8.053399136398465e-05,-1.7257283863703066e-05,-0.002210849810539872,0.0028838838812245138,0.0020766264915998978,-0.001447694368566843,-0.00028762139772853246,6.327670750028158e-05,0.0007209709703061,0.002421772168874181,0.0,0.0005292233718205974,0.00018983012250073372
-0.001850364325386801,8.053399136398465e-05,-1.7257283863703066e-05,-0.002210849810539872,0.002883883881224625,0.0020766264915998978,-0.001447694368566843,-0.00028762139772853246,6.327670750022607e-05,0.0007209709703060999,0.002421772168874181,0.0,0.0005292233718203754,0.00018983012250073372
-0.001850364325386794,8.053399136398465e-05,-1.7257283863703066e-05,-0.002210849810539872,0.0028838838812245138,0.0020766264915998006,-0.001447694368566954,-0.00028762139772853246,6.327670750017056e-05,0.0007209709703061,0.002421772168873959,0.0,0.0005292233718203754,0.00018983012250095577
-0.0018503643253867039,8.053399136398465e-05,-1.7257283863703066e-05,-0.002210849810539761,0.002883883881224625,0.0020766264915999047,-0.001447694368566732,-0.00028762139772853246,6.327670750033709e-05,0.0007209709703062002,0.002421772168874181,0.0,0.0005292233718205974,0.00018983012250073372
-0.001850364325386801,8.053399136398465e-05,-1.7257283863703066e-05,-0.002210849810539872,0.0028838838812245138,0.0020766264915998978,-0.001447694368566843,-0.00028762139772842144,6.327670750028158e-05,0.0007209709703060998,0.00242177216887407,0.0,0.0005292233718203754,0.00018983012250073372
-0.001850364325386801,8.053399136398465e-05,-1.7257283863786332e-05,-0.002210849810539872,0.002883883881224625,0.0020766264915998978,-0.001447694368566843,-0.00028762139772853246,6.327670750028158e-05,0.0007209709703062,0.00242177216887407,-4.440892098500626e-16,0.0005292233718203754,0.00018983012250073372
-0.001850364325386794,8.053399136398465e-05,-1.7257283863703066e-05,-0.002210849810539872,0.0028838838812245138,0.0020766264915998978,-0.001447694368566954,-0.00028762139772853246,6.327670750022607e-05,0.0007209709703061003,0.00242177216887407,4.440892098500626e-16,0.0005292233718203754,0.00018983012250095577
-0.001850364325386808,8.053399136398465e-05,-1.7257283863703066e-05,-0.002210849810539761,0.002883883881224625,0.0020766264915998006,-0.001447694368566843,-0.00028762139772853246,6.327670750028158e-05,0.0007209709703061996,0.00242177216887407,0.0,0.0005292233718205974,0.00018983012250073372
-0.001850364325386697,8.053399136398465e-05,-1.7257283863703066e-05,-0.002210849810539872,0.0028838838812245138,0.0020766264915999047,-0.001447694368566843,-0.00028762139772853246,6.327670750033709e-05,0.0007209709703060998,0.002421772168874181,-4.440892098500626e-16,0.0005292233718205974,0.00018983012250073372
-0.001850364325386794,8.053399136409567e-05,-1.7257283863703066e-05,-0.002210849810539983,0.002883883881224736,0.0020766264915999047,-0.001447694368566843,-0.00028762139772853246,6.327670750028158e-05,0.0007209709703062004,0.002421772168874181,4.440892098500626e-16,0.0005292233718205974,0.0001898301225011778
-0.001850364325386808,8.053399136387362e-05,-1.7257283863703066e-05,-0.002210849810539761,0.0028838838812245138,0.0020766264915998978,-0.001447694368566954,-0.00028762139772842144,6.327670750028158e-05,0.0007209709703060998,0.002421772168873959,0.0,0.0005292233718201533,0.00018983012250051168
-0.001850364325386794,8.053399136398465e-05,-1.7257283863703066e-05,-0.002210849810539872,0.002883883881224625,0.0020766264915998978,-0.001447694368566732,-0.0002876213977286435,6.327670750033709e-05,0.0007209709703060998,0.002421772168874181,0.0,0.0005292233718205974,0.00018983012250095577
