left_w0,left_w1,left_w2,left_e0,left_e1,left_s0,left_s1,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
0.4210777262745461,-0.16988837225830958,-0.4640291883353377,0.018791264651596317,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.2485312126598593,0.8823804457834061,-0.0142922500130886,0.5869936363429167,-0.4178150508343075,-0.1661720959643768,0.4619847982525824
0.4210777262745461,-0.16988837225830958,-0.4640291883353377,0.018791264651596317,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.2468686293558764,0.8795945631896476,-0.012228531214757,0.5851669692804493,-0.4105411205170832,-0.1598706764997586,0.4573470584157034
0.4210777262745461,-0.16988837225830958,-0.4640291883353377,0.018791264651596317,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.2452060460518935,0.8768086805958891,-0.0101648124164254,0.5833403022179819,-0.403267190199859,-0.1535692570351404,0.4527093185788243
0.4210777262745461,-0.16988837225830958,-0.4640291883353377,0.018791264651596317,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.2435434627479105,0.8740227980021307,-0.0081010936180937,0.5815136351555146,-0.3959932598826348,-0.1472678375705221,0.4480715787419453
0.4210777262745461,-0.16988837225830958,-0.4640291883353377,0.018791264651596317,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.2418808794439276,0.8712369154083721,-0.0060373748197621,0.5796869680930471,-0.3887193295654105,-0.1409664181059039,0.4434338389050663
0.4210777262745461,-0.16988837225830958,-0.4640291883353377,0.018791264651596317,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.2402182961399447,0.8684510328146137,-0.0039736560214305,0.5778603010305797,-0.3814453992481863,-0.1346649986412856,0.4387960990681873
0.4210777262745461,-0.16988837225830958,-0.4640291883353377,0.018791264651596317,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.2385557128359617,0.8656651502208551,-0.0019099372230989,0.5760336339681125,-0.374171468930962,-0.1283635791766674,0.4341583592313082
0.4210777262745461,-0.16988837225830958,-0.4640291883353377,0.018791264651596317,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.2368931295319788,0.8628792676270967,0.0001537815752327,0.5742069669056451,-0.3668975386137378,-0.1220621597120491,0.4295206193944292
0.4210777262745461,-0.16988837225830958,-0.4640291883353377,0.018791264651596317,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.2352305462279958,0.8600933850333382,0.0022175003735643,0.5723802998431777,-0.3596236082965136,-0.1157607402474309,0.4248828795575501
0.4210777262745461,-0.16988837225830958,-0.4640291883353377,0.018791264651596317,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.2335679629240129,0.8573075024395796,0.0042812191718959,0.5705536327807104,-0.3523496779792893,-0.1094593207828127,0.4202451397206712
