left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.9142524993107095,0.5276532996979277,1.2312726723624081,1.4254367668943058,0.2928662454284945,0.759778895193727,2.9349037260524096
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.9102775718454463,0.5275384315955096,1.226322401395071,1.421820481588107,0.2904201664971054,0.7582292000479954,2.9208715618770746
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.9063026443801834,0.5274235634930915,1.2213721304277338,1.418204196281908,0.2879740875657162,0.7566795049022637,2.9068393977017393
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.9023277169149202,0.5273086953906734,1.2164218594603968,1.4145879109757094,0.2855280086343271,0.7551298097565321,2.892807233526405
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.8983527894496571,0.5271938272882553,1.2114715884930596,1.4109716256695106,0.28308192970293794,0.7535801146108003,2.8787750693510694
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.8943778619843941,0.527078959185837,1.2065213175257223,1.407355340363312,0.2806358507715488,0.7520304194650688,2.8647429051757345
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.8904029345191309,0.5269640910834189,1.201571046558385,1.403739055057113,0.27818977184015964,0.7504807243193371,2.850710741000399
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.8864280070538678,0.5268492229810008,1.196620775591048,1.4001227697509142,0.27574369290877054,0.7489310291736054,2.836678576825064
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.8824530795886047,0.5267343548785827,1.191670504623711,1.3965064844447155,0.2732976139773814,0.7473813340278738,2.8226464126497293
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.8784781521233417,0.5266194867761645,1.1867202336563738,1.3928901991385167,0.27085153504599224,0.7458316388821421,2.8086142484743943
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.8745032246580785,0.5265046186737464,1.1817699626890368,1.3892739138323178,0.2684054561146031,0.7442819437364104,2.794582084299059
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.8705282971928154,0.5263897505713283,1.1768196917216995,1.385657628526119,0.265959377183214,0.7427322485906789,2.780549920123724
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.8665533697275524,0.5262748824689101,1.1718694207543625,1.3820413432199203,0.2635132982518248,0.7411825534449471,2.766517755948389
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.8625784422622893,0.5261600143664921,1.1669191497870255,1.3784250579137216,0.26106721932043575,0.7396328582992157,2.752485591773054
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.8586035147970262,0.5260451462640738,1.1619688788196882,1.3748087726075227,0.25862114038904654,0.7380831631534839,2.7384534275977193
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.8546285873317632,0.5259302781616557,1.1570186078523512,1.371192487301324,0.25617506145765745,0.7365334680077523,2.7244212634223843
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.8506536598665,0.5258154100592376,1.152068336885014,1.3675762019951252,0.2537289825262683,0.7349837728620208,2.7103890992470494
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.846678732401237,0.5257005419568195,1.147118065917677,1.3639599166889265,0.25128290359487915,0.733434077716289,2.696356935071714
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.8427038049359739,0.5255856738544014,1.1421677949503397,1.3603436313827275,0.24883682466349002,0.7318843825705574,2.682324770896379
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.8387288774707108,0.5254708057519832,1.1372175239830027,1.3567273460765288,0.2463907457321009,0.7303346874248257,2.6682926067210437
0.5388107712669905,0.37435923346780164,-1.1704640155491948,1.32514125593719,-0.18416083441241593,0.5297111790337476,-0.1786823042108736,-0.8347539500054477,0.5253559376495651,1.1322672530156657,1.35311106077033,0.24394466680071178,0.7287849922790941,2.6542604425457093
