left_w0,left_w1,left_w2,left_e0,left_e1,left_s0,left_s1,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
0.4210777262745461,-0.1698883722583095,-0.4640291883353377,0.0187912646515963,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.2485312126598593,0.8823804457834061,-0.0142922500130886,0.5869936363429167,-0.4178150508343075,-0.1661720959643768,0.4619847982525824
0.4210777262745461,-0.1698883722583095,-0.4640291883353377,0.0187912646515963,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.2402182961399447,0.8684510328146137,-0.0039736560214305,0.5778603010305797,-0.3814453992481863,-0.1346649986412856,0.4387960990681873
0.4210777262745461,-0.1698883722583095,-0.4640291883353377,0.0187912646515963,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.23190537962003,0.8545216198458212,0.0063449379702275,0.568726965718243,-0.345075747662065,-0.1031579013181944,0.4156073998837921
0.4210777262745461,-0.1698883722583095,-0.4640291883353377,0.0187912646515963,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.2235924631001154,0.8405922068770287,0.0166635319618857,0.559593630405906,-0.308706096075944,-0.0716508039951032,0.392418700699397
0.4210777262745461,-0.1698883722583095,-0.4640291883353377,0.0187912646515963,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.2152795465802007,0.8266627939082363,0.0269821259535438,0.5504602950935693,-0.2723364444898227,-0.040143706672012,0.3692300015150019
0.4210777262745461,-0.1698883722583095,-0.4640291883353377,0.0187912646515963,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.2069666300602861,0.8127333809394438,0.0373007199452019,0.5413269597812324,-0.2359667929037016,-0.0086366093489208,0.3460413023306067
0.4210777262745461,-0.1698883722583095,-0.4640291883353377,0.0187912646515963,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.1986537135403714,0.7988039679706513,0.04761931393686,0.5321936244688955,-0.1995971413175804,0.0228704879741703,0.3228526031462115
0.4210777262745461,-0.1698883722583095,-0.4640291883353377,0.0187912646515963,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.1903407970204568,0.7848745550018589,0.0579379079285182,0.5230602891565587,-0.1632274897314592,0.0543775852972615,0.2996639039618164
0.4210777262745461,-0.1698883722583095,-0.4640291883353377,0.0187912646515963,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.1820278805005422,0.7709451420330664,0.0682565019201763,0.5139269538442218,-0.126857838145338,0.0858846826203527,0.2764752047774213
0.4210777262745461,-0.1698883722583095,-0.4640291883353377,0.0187912646515963,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.1737149639806275,0.757015729064274,0.0785750959118344,0.504793618531885,-0.0904881865592168,0.1173917799434439,0.2532865055930262
0.4210777262745461,-0.1698883722583095,-0.4640291883353377,0.0187912646515963,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.1654020474607129,0.7430863160954815,0.0888936899034925,0.4956602832195481,-0.0541185349730957,0.1488988772665351,0.230097806408631
0.4210777262745461,-0.1698883722583095,-0.4640291883353377,0.0187912646515963,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.1570891309407982,0.7291569031266891,0.0992122838951507,0.4865269479072112,-0.0177488833869745,0.1804059745896263,0.2069091072242358
0.4210777262745461,-0.1698883722583095,-0.4640291883353377,0.0187912646515963,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.1487762144208836,0.7152274901578966,0.1095308778868088,0.4773936125948743,0.0186207681991466,0.2119130719127175,0.1837204080398407
0.4210777262745461,-0.1698883722583095,-0.4640291883353377,0.0187912646515963,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.1404632979009689,0.7012980771891042,0.1198494718784669,0.4682602772825375,0.0549904197852678,0.2434201692358088,0.1605317088554456
0.4210777262745461,-0.1698883722583095,-0.4640291883353377,0.0187912646515963,0.5863641561691995,0.2945243112739994,0.8851069146098838,-0.1321503813810543,0.6873686642203116,0.130168065870125,0.4591269419702006,0.0913600713713889,0.2749272665589,0.1373430096710505
